18,0,13,24,3,9,16,26,8,27,28,20,21,25,6,2,23,0,5,15,4,17,30,10,22,0,7,12,19,0
10,5,22,23,4,19,0,1,0,21,3,29,28,0,17,0,18,0,2,6,11,16,9,13,8,20,15,7,26,0
27,0,0,19,16,0,10,2,17,29,14,5,21,9,4,6,20,24,25,0,0,0,22,30,3,1,7,0,15,13
18,11,20,8,0,0,4,2,0,30,19,9,17,10,23,7,21,13,29,27,12,24,25,0,16,14,28,5,6,15
28,26,20,19,13,0,2,3,1,14,9,6,24,22,21,0,30,12,29,15,16,23,8,4,5,18,7,25,17,0
26,21,0,0,18,2,29,19,25,22,10,14,28,24,0,30,7,13,3,11,12,6,0,16,20,0,15,0,9,4
25,7,0,13,4,29,0,5,30,26,27,9,16,11,0,0,1,19,17,28,24,21,6,2,0,12,22,14,8,23
28,20,2,26,0,8,30,12,18,22,16,21,0,24,19,1,11,10,27,9,3,14,0,25,0,0,5,15,4,23
7,16,30,3,25,15,2,20,4,11,23,13,1,28,5,9,0,22,6,0,27,26,0,0,18,0,29,12,8,10
17,26,28,1,29,7,24,30,19,12,2,16,3,0,0,4,15,5,8,0,0,20,6,0,11,10,14,27,0,25
2,27,12,10,0,29,0,4,30,0,21,7,14,18,6,5,0,16,8,0,28,15,17,3,11,24,25,26,0,20
12,7,19,0,16,27,26,9,6,2,30,0,3,4,25,28,29,23,8,0,0,14,0,15,13,1,20,11,10,0
0,19,1,0,20,14,12,16,11,7,28,0,26,5,25,18,0,23,6,24,0,8,4,15,22,0,0,27,0,17
0,5,27,19,0,25,11,17,1,14,2,0,28,9,0,24,6,0,0,29,18,0,20,3,16,21,12,30,22,4
17,11,1,23,12,28,21,26,4,2,0,18,30,0,0,6,0,7,8,0,15,19,0,0,13,29,9,27,10,20
22,0,29,28,15,20,6,23,11,13,8,27,5,3,14,25,7,0,0,2,9,18,4,21,30,16,17,0,12,0
7,0,1,29,2,18,14,28,10,0,12,20,4,6,30,11,15,25,23,5,8,0,24,0,9,0,13,0,17,21
0,5,23,28,9,10,14,0,8,26,0,7,18,0,6,21,4,29,11,25,0,2,30,16,17,24,15,0,22,20
29,27,0,13,1,17,0,6,25,7,16,15,28,5,14,30,0,23,21,19,9,4,11,12,22,10,3,26,20,0
0,30,0,7,0,15,11,19,0,9,25,28,0,16,0,26,18,23,5,13,1,2,14,4,22,21,3,0,0,6
22,23,25,24,2,0,28,19,30,20,7,0,10,29,21,14,15,6,5,26,13,9,0,18,4,1,3,16,0,12
22,17,16,15,3,5,20,30,2,0,18,21,9,0,13,12,6,8,29,25,1,26,11,23,24,0,10,0,14,0
0,15,0,17,12,9,30,10,0,14,2,18,7,0,1,20,23,13,25,4,22,29,0,28,11,3,5,27,16,0
8,14,0,17,29,5,19,18,15,6,10,21,16,0,12,20,3,22,9,4,24,13,28,2,0,11,7,1,27,26
27,6,29,9,0,30,17,0,0,8,10,4,24,22,7,1,12,21,0,16,19,11,20,14,18,0,15,2,23,0
30,18,20,0,9,17,5,1,0,23,7,10,0,26,16,14,12,29,2,28,8,24,21,27,19,25,6,11,4,3
18,25,19,0,27,3,0,4,16,6,29,23,30,22,0,14,0,17,20,21,0,13,1,26,12,9,10,0,7,15
9,12,14,0,0,0,16,18,30,20,1,0,24,0,19,4,0,0,25,11,26,0,28,17,23,13,5,10,21,6
17,19,12,0,18,27,15,9,6,28,29,0,14,24,0,22,3,23,25,26,13,0,21,2,16,11,0,20,5,0
0,19,13,23,26,20,5,27,0,9,3,2,17,15,0,28,1,0,6,10,25,24,11,18,16,0,14,0,8,21
8,0,13,15,4,2,12,9,6,27,7,29,10,26,21,3,14,19,0,28,22,23,0,1,16,30,0,18,24,20
3,12,10,13,14,27,1,29,16,19,23,5,15,0,0,0,21,7,17,0,25,30,26,6,2,9,0,18,22,4
23,0,27,0,11,9,1,29,0,12,8,5,28,3,18,0,7,4,10,30,0,14,22,26,2,16,15,6,21,24
26,17,7,5,22,0,29,14,15,2,12,8,25,3,23,4,28,27,10,19,11,0,24,30,0,16,0,21,0,20
22,15,27,29,0,16,26,13,18,25,4,0,23,9,24,0,6,21,10,0,19,8,11,30,7,12,0,3,20,1
8,11,0,0,0,30,19,9,0,1,26,23,22,0,0,4,24,28,20,10,2,18,0,0,27,0,14,25,21,0
2,17,27,1,13,0,0,29,25,3,15,18,0,26,0,14,5,9,0,22,30,19,20,8,23,4,7,24,6,10
0,12,17,7,20,27,30,3,29,15,10,21,22,0,0,14,23,1,18,11,4,26,19,25,28,24,5,8,13,16
11,6,9,0,26,14,18,24,10,22,0,1,30,19,4,21,0,8,27,3,17,29,5,0,20,7,12,16,15,23
14,27,19,18,2,0,29,22,30,11,5,0,26,7,0,0,13,3,10,12,0,28,17,8,1,15,24,6,0,4
24,5,0,0,13,21,9,15,22,2,0,30,16,20,6,7,1,0,18,0,4,19,26,0,8,0,23,10,14,25
22,13,27,2,6,16,29,20,12,24,0,4,23,30,19,11,9,0,8,10,25,15,14,28,0,18,0,0,3,7
17,29,0,0,18,8,22,5,1,23,28,19,12,0,9,7,6,26,24,0,30,25,21,3,2,0,14,27,15,16
3,15,14,7,19,12,17,0,6,26,1,0,28,0,0,18,21,9,10,16,23,24,27,0,13,8,0,2,5,29
0,11,9,0,30,19,0,0,14,16,8,28,6,20,25,3,10,15,29,24,4,0,7,13,1,12,21,18,27,0
11,28,22,0,10,26,27,7,25,0,0,9,5,21,30,24,0,20,1,29,13,0,16,17,6,3,14,4,23,8
30,4,0,21,7,18,26,19,8,0,6,0,1,0,0,5,14,23,11,0,25,27,16,0,20,28,0,29,2,15
11,22,0,20,25,5,8,29,16,17,12,14,10,24,18,0,6,1,0,27,0,13,30,4,28,21,26,7,19,9
0,22,0,1,2,26,17,20,24,11,3,21,15,7,5,14,25,0,9,12,18,0,16,0,13,27,10,6,30,4
0,27,30,9,4,25,6,23,20,22,12,16,14,3,17,10,0,11,1,19,29,0,28,2,0,21,0,26,5,0
19,0,26,21,13,0,9,25,12,16,6,8,14,20,10,28,27,2,11,0,24,3,7,18,30,17,15,0,23,22
0,0,23,24,27,0,21,20,0,6,28,4,2,0,18,0,30,0,15,25,22,10,0,17,19,29,7,8,11,3
8,27,21,24,0,1,14,15,0,3,26,19,17,0,0,23,10,22,0,12,7,4,2,25,13,0,20,6,28,9
19,5,26,1,7,29,23,0,28,16,4,14,9,27,0,8,11,0,12,2,3,18,24,22,10,6,21,0,25,17
21,17,0,5,2,27,1,12,20,19,6,30,11,0,13,9,24,10,0,0,28,8,15,16,4,14,3,22,18,26
11,22,1,8,29,9,16,0,0,27,2,17,20,0,7,28,30,26,0,6,24,25,13,10,21,0,18,14,23,4
18,16,0,0,4,19,0,29,10,6,2,0,8,1,28,7,26,21,23,15,27,14,3,12,0,22,30,11,25,9
22,5,11,9,4,3,29,0,0,23,28,0,24,12,1,6,2,10,0,15,0,7,26,16,8,20,19,17,13,27
3,17,0,19,8,28,4,0,23,2,20,18,7,16,10,5,0,30,27,0,0,25,14,29,1,11,22,24,26,21
30,7,4,6,8,9,1,26,0,17,3,14,22,0,12,24,0,27,0,2,16,20,25,18,10,11,29,19,28,23
25,1,22,11,0,23,0,17,6,0,8,20,10,27,4,13,26,0,5,24,0,15,0,0,28,12,3,19,30,2
0,23,30,16,6,29,25,18,28,17,22,15,0,0,19,20,0,2,0,9,1,10,11,12,4,24,13,8,26,5
17,14,5,0,26,0,11,3,30,29,8,4,0,10,0,12,25,2,24,7,28,0,19,18,0,1,22,20,0,13
26,10,13,7,8,15,6,20,0,5,30,18,24,1,29,12,4,0,22,21,11,2,25,16,0,0,0,0,3,27
0,1,25,26,22,2,18,19,5,0,14,10,17,8,16,3,24,0,0,0,28,4,0,29,21,11,12,9,23,15
18,22,14,16,9,4,19,3,8,0,5,10,17,20,6,21,15,0,29,25,11,7,28,26,0,27,13,24,30,23
21,19,13,16,23,9,1,14,26,15,17,0,25,11,0,3,28,6,10,18,24,20,22,0,27,4,0,30,12,0
23,28,0,24,19,5,26,27,18,4,17,7,30,12,29,25,16,0,11,6,2,9,20,21,14,10,15,22,1,3
2,7,11,23,17,20,0,15,12,0,24,30,4,5,27,0,8,16,25,29,9,1,0,0,18,10,26,6,3,13
3,19,22,26,10,18,20,16,0,14,23,27,17,30,21,12,5,0,4,2,29,6,15,28,0,13,1,7,24,8
7,25,11,2,0,9,27,22,14,24,0,0,30,10,4,23,18,20,26,13,6,17,29,8,1,0,16,5,0,0
25,4,22,9,0,0,14,2,13,0,20,8,30,23,16,26,24,27,5,6,0,18,0,7,29,11,12,0,15,10
29,22,17,0,2,0,11,5,28,6,21,20,23,4,30,0,8,3,14,27,0,13,26,12,16,15,1,0,19,25
6,25,20,9,15,24,0,0,29,0,23,14,5,0,17,3,28,8,22,12,7,2,18,0,0,27,21,19,0,26
20,21,19,22,26,15,0,2,23,29,24,0,12,28,17,11,0,9,14,0,1,16,10,5,18,0,7,13,30,6
0,9,1,19,30,26,4,28,20,27,8,5,6,12,16,11,18,15,0,23,2,13,7,21,14,29,24,10,0,0
11,30,20,0,28,23,19,5,12,14,25,0,3,2,6,24,10,0,0,7,8,17,18,15,22,13,9,4,27,0
24,25,19,1,4,26,0,29,21,23,12,0,5,16,22,28,11,30,9,0,10,2,0,8,7,20,6,0,17,15
9,0,28,16,18,23,10,30,29,2,19,13,11,1,20,0,4,12,25,24,0,21,5,8,0,0,0,6,3,0
17,5,25,0,30,28,0,14,24,7,21,0,19,11,20,27,16,12,18,13,6,26,3,29,8,23,10,9,0,15
19,11,2,14,15,25,16,28,3,20,30,0,0,17,10,21,9,8,26,22,12,24,18,6,7,13,5,4,0,29
14,0,25,11,2,7,16,0,0,22,23,3,19,6,8,4,12,9,17,18,24,13,30,26,1,0,21,29,15,0
0,16,24,12,19,0,0,23,11,1,30,0,10,6,18,17,26,2,28,0,3,20,13,15,7,5,0,22,21,4
22,30,25,28,18,5,19,13,15,20,3,9,29,1,8,4,21,12,26,17,6,16,14,23,7,24,10,2,0,0
30,28,5,29,22,2,20,1,21,19,24,26,25,13,0,12,4,7,27,0,15,23,17,9,0,0,16,3,11,0
23,16,9,29,7,0,19,11,28,17,5,0,0,22,3,4,24,14,13,6,15,10,12,20,26,8,25,27,30,21
0,0,26,25,7,13,6,21,30,18,5,3,2,20,14,4,16,0,0,0,22,23,24,11,29,15,28,19,12,8
17,25,30,23,18,2,9,5,27,13,0,15,14,0,21,11,0,10,0,4,3,7,0,29,16,0,0,26,12,19
4,18,1,25,0,12,13,0,28,6,16,5,9,23,10,29,7,30,2,22,0,24,0,11,14,27,3,15,8,21
29,30,19,26,18,0,8,1,28,3,0,22,5,17,9,24,0,0,25,6,20,15,4,2,27,21,13,14,10,12
26,5,28,29,27,17,12,20,0,0,3,10,22,7,18,1,16,4,6,11,23,8,9,14,13,25,0,0,0,0
19,28,8,24,0,4,20,10,0,1,2,25,29,12,22,30,18,14,0,0,27,9,15,5,0,6,11,7,16,26
10,0,9,19,29,21,25,15,11,22,13,4,8,26,12,2,0,7,27,6,16,28,20,0,24,0,18,23,1,3
12,16,10,3,28,5,26,18,2,11,15,0,9,0,7,29,13,23,24,8,14,0,25,22,6,0,1,0,20,0
23,16,13,22,8,18,1,10,29,3,26,0,25,0,27,15,4,21,5,0,19,7,28,11,0,2,0,12,6,24
4,17,0,5,18,0,9,11,26,8,19,22,16,0,25,28,14,20,12,13,7,6,27,1,3,23,30,2,0,15
27,6,13,0,23,0,24,16,10,0,19,1,7,0,22,3,20,0,14,30,9,0,0,4,8,12,0,2,18,0
23,21,24,27,11,15,26,12,7,6,0,25,30,18,3,20,28,17,2,9,0,10,19,1,22,13,16,4,0,5
15,25,12,26,19,1,22,28,0,11,2,16,14,4,24,6,0,8,7,18,10,9,30,27,29,17,20,0,0,21
4,29,12,24,7,19,28,20,13,0,0,27,16,9,30,17,10,26,15,23,0,6,5,22,3,21,8,18,0,11
18,8,0,29,27,1,22,25,28,2,10,5,12,17,6,4,3,20,16,7,0,19,0,0,26,21,30,0,24,11
2,3,0,6,15,26,27,10,20,23,4,13,21,5,11,28,0,9,0,16,0,19,14,30,29,12,8,25,22,1
17,12,29,0,19,8,0,25,0,14,0,5,23,16,1,7,27,11,6,0,28,15,21,18,20,30,2,3,0,22
4,19,0,6,24,15,8,3,28,30,21,0,20,12,23,5,29,2,7,18,1,9,0,14,26,17,13,0,27,16
0,10,16,17,9,4,2,19,0,22,0,24,0,3,5,0,0,12,15,28,30,18,7,21,0,8,13,0,1,25
14,17,0,11,18,24,10,0,12,20,28,0,22,6,1,30,7,26,25,21,3,0,13,23,4,0,9,8,27,2
8,4,0,0,0,29,0,0,1,30,16,7,0,27,9,21,11,23,2,6,5,24,28,13,12,17,22,15,10,26
30,0,20,22,24,8,10,0,0,17,26,19,14,28,11,25,27,16,5,0,2,23,7,1,29,13,12,0,4,3
11,29,0,0,20,22,3,10,1,18,23,14,24,0,8,15,25,7,21,17,9,4,12,16,0,27,0,5,28,26
20,15,2,30,8,17,11,25,6,18,26,9,14,19,16,29,5,0,3,28,0,0,7,22,1,10,12,21,24,27
21,0,25,23,20,11,24,19,26,5,13,2,0,0,8,9,15,1,10,28,4,30,7,0,17,3,14,0,0,29
30,0,27,15,3,23,22,20,28,0,1,9,24,0,10,11,0,5,6,18,26,19,21,14,0,16,0,25,2,12
5,28,30,2,17,10,0,0,13,16,0,19,20,18,6,27,7,8,11,3,0,0,0,9,4,24,0,26,0,29
27,6,21,0,10,22,16,4,2,0,23,15,8,26,3,12,13,1,5,19,20,18,7,9,17,0,25,24,0,14
18,7,14,26,19,1,23,0,4,20,0,21,30,6,28,10,11,0,0,2,17,0,24,12,0,16,0,0,0,9
0,15,8,0,25,5,11,13,20,4,24,18,10,29,12,27,6,16,0,17,26,1,9,21,14,0,0,23,22,28
22,0,0,5,23,21,1,4,10,18,29,20,12,16,14,25,28,24,0,9,19,17,3,0,0,7,15,6,2,13
0,27,7,10,24,9,5,26,0,11,8,28,1,17,21,6,22,0,30,0,19,0,3,2,16,18,29,25,0,12
25,15,2,0,10,0,28,30,18,23,20,22,21,0,0,26,0,3,8,1,14,9,6,16,5,27,19,4,13,29
0,5,1,20,0,21,16,4,28,0,26,17,24,0,18,3,11,14,15,29,13,7,9,0,2,0,12,8,19,10
17,0,9,23,16,19,20,29,7,0,10,14,0,8,28,22,3,5,0,4,0,24,13,2,15,21,6,0,11,18
28,30,0,27,20,23,12,9,22,1,0,0,29,26,5,11,8,16,14,21,0,2,24,17,3,0,25,0,4,0
26,1,2,23,0,0,27,9,28,20,29,14,10,0,8,0,0,19,21,12,3,17,11,18,30,22,16,6,7,0
3,24,26,2,13,9,0,27,0,0,23,18,30,5,4,20,0,14,17,29,16,6,25,10,28,15,1,19,22,21
6,12,15,18,1,21,0,0,2,30,0,20,4,22,5,7,14,0,0,11,23,27,29,3,0,16,8,0,0,28
0,19,7,9,28,12,30,0,24,21,22,27,2,11,29,1,26,0,25,23,15,0,4,0,0,14,3,18,6,17
11,14,6,26,9,30,25,4,13,19,0,0,23,20,0,0,28,1,18,22,0,16,0,21,5,27,7,29,12,8
23,13,16,0,22,14,17,12,15,29,28,10,26,11,20,25,0,1,21,4,5,7,30,6,0,27,9,18,3,19
16,17,13,5,6,11,23,4,21,9,2,0,8,20,0,30,0,12,18,25,27,19,22,3,26,24,0,1,28,15
29,4,19,28,0,0,0,0,30,7,1,26,23,20,24,0,5,27,18,3,0,0,16,0,12,2,8,13,9,6
3,27,21,0,17,24,8,20,0,0,13,5,2,29,22,30,10,28,0,12,18,0,7,0,15,0,4,11,23,19
3,13,0,19,0,21,6,0,27,0,5,20,17,22,0,24,16,29,0,8,12,2,0,26,30,15,11,0,14,1
13,20,10,16,26,18,5,0,0,24,1,0,3,0,7,19,21,14,30,15,6,2,22,0,4,17,28,8,9,23
19,24,22,0,10,0,25,29,20,0,3,23,14,7,12,11,0,0,30,21,0,26,8,0,27,5,0,1,16,4
24,22,26,8,28,4,25,17,0,29,0,20,21,10,23,1,15,5,0,3,19,9,11,7,18,0,12,30,6,27
26,0,18,21,25,0,24,27,19,3,4,22,8,15,28,5,11,13,0,0,30,0,9,16,6,23,12,2,1,10
13,8,18,30,7,0,25,12,22,0,3,20,0,9,29,11,26,0,16,17,19,0,0,21,4,14,28,1,5,6
16,28,8,0,24,27,17,21,22,23,1,3,26,2,11,14,0,7,30,15,0,13,12,9,20,4,29,5,0,0
20,14,9,0,3,30,1,6,28,25,27,0,23,13,21,22,29,11,26,19,17,24,16,12,5,8,0,4,7,2
29,17,16,0,0,1,2,22,28,18,10,23,19,24,8,9,6,0,21,11,7,30,0,27,26,15,0,20,5,0
0,19,30,7,8,24,9,10,29,0,17,22,15,18,16,23,28,1,21,27,25,0,6,4,12,14,0,0,20,26
4,6,13,20,1,19,11,0,21,9,17,14,25,26,27,3,0,28,12,24,2,16,30,22,10,7,23,15,18,5
7,23,1,11,0,24,25,20,15,0,29,3,18,12,5,14,27,17,16,4,2,19,13,28,0,30,0,8,10,21
22,0,0,5,19,4,0,14,2,27,7,0,3,29,13,21,26,9,28,1,23,11,18,6,12,8,17,15,25,24
12,8,25,20,28,0,19,18,11,16,30,9,21,29,23,2,13,5,14,6,26,15,1,0,10,7,4,22,27,17
0,17,26,25,24,0,12,10,14,22,4,11,1,15,27,9,29,23,30,19,7,21,16,13,2,0,0,5,18,3
19,6,29,10,0,24,26,17,25,9,0,28,3,2,0,13,15,5,23,14,8,16,7,21,20,4,0,30,0,27
20,16,25,27,28,29,8,2,10,30,26,9,12,1,11,4,24,21,5,23,0,0,0,0,6,18,0,22,13,19
9,19,0,11,14,15,12,23,27,0,1,0,22,0,7,3,8,0,13,28,10,17,29,2,4,20,24,21,30,18
26,5,28,0,23,29,30,6,3,17,21,1,9,0,18,0,11,22,27,14,19,0,7,0,15,13,2,25,16,4
16,27,30,0,22,7,14,10,29,21,18,9,23,15,19,13,0,1,8,25,17,4,2,12,26,24,5,6,11,0
0,14,29,24,0,28,10,3,12,0,20,1,19,0,30,13,11,23,9,8,0,4,17,16,26,15,7,25,2,18
23,22,4,0,27,1,9,0,3,12,17,15,0,19,2,21,0,6,18,5,10,29,8,14,11,0,0,0,0,24
21,4,11,17,0,29,27,25,0,20,0,0,12,23,30,19,9,2,26,6,24,28,8,13,16,5,0,3,7,10
0,14,15,22,13,7,30,11,10,6,4,21,0,23,0,0,8,0,28,24,1,25,26,9,0,20,0,0,12,5
18,21,0,26,25,0,11,14,0,28,6,5,16,19,4,7,22,27,30,15,29,9,3,0,20,24,17,12,8,1
0,0,10,2,14,28,21,0,0,16,12,24,26,13,1,6,3,8,15,27,9,4,20,5,0,23,22,19,18,7
0,13,12,28,0,4,3,24,20,16,15,6,8,1,2,18,9,25,29,14,0,0,5,22,0,27,0,30,17,26
17,6,16,2,8,29,21,0,12,15,26,0,22,19,27,28,13,0,7,4,5,10,30,3,14,1,18,11,24,0
6,23,9,2,27,0,0,0,0,20,14,13,25,0,1,4,5,11,8,7,0,0,12,15,10,0,19,24,30,16
26,30,5,0,13,0,14,12,3,22,23,0,1,17,19,4,8,20,24,9,10,25,18,0,7,29,15,0,28,0
22,21,15,9,8,0,20,1,5,2,19,16,0,23,25,13,26,30,29,27,0,14,24,3,7,4,28,0,12,6
23,26,13,25,16,8,4,0,21,7,0,5,18,0,11,17,27,28,3,10,0,29,12,20,9,24,30,1,19,2
3,4,17,15,20,0,30,19,0,22,18,16,11,23,6,0,7,1,2,27,5,8,21,12,0,28,0,9,25,29
8,0,0,9,24,28,12,4,0,20,6,18,25,11,10,5,26,30,22,0,2,17,21,14,23,16,7,27,15,0
17,24,27,16,6,30,10,19,7,15,2,23,5,18,0,11,0,25,0,29,3,28,13,21,22,1,14,8,9,4
5,12,14,0,8,22,23,7,0,0,0,29,2,19,10,21,4,3,15,28,0,16,27,18,0,17,24,1,0,20
0,1,26,14,18,16,6,30,29,0,10,24,23,0,28,15,4,8,0,5,7,17,0,25,21,22,11,13,19,3
14,17,30,5,28,13,8,20,6,24,2,26,3,0,18,15,29,11,22,23,16,0,0,19,27,4,7,10,12,0
22,12,20,21,6,2,17,19,26,16,29,10,3,0,0,1,0,28,14,0,15,7,0,13,30,27,4,0,0,18
13,0,9,20,24,0,6,12,26,16,28,0,14,0,30,21,29,8,17,7,1,15,0,4,3,2,5,25,11,23
14,8,30,18,19,20,0,16,3,2,21,17,22,27,23,0,0,15,11,5,7,1,28,29,26,10,6,24,12,4
16,22,24,17,13,25,5,1,2,15,7,4,27,28,19,11,0,20,12,0,10,14,3,6,18,0,21,8,23,26
21,29,6,8,16,25,0,13,2,17,7,20,30,27,14,18,0,12,15,28,10,5,0,19,4,23,3,26,24,22
26,0,25,9,7,2,4,13,12,1,20,30,0,21,27,29,8,5,3,24,0,14,17,0,0,0,19,22,23,15
20,28,12,15,7,0,27,10,5,24,8,18,11,0,26,4,0,2,0,19,25,3,9,30,0,21,13,17,22,16
8,11,28,27,9,23,0,10,13,0,0,1,0,26,20,12,21,19,0,3,5,0,2,16,24,30,29,25,18,22
21,18,8,16,1,28,5,26,0,0,22,11,6,2,3,14,19,9,30,17,23,4,0,10,0,25,15,27,24,29
8,21,7,29,12,0,23,6,0,5,0,17,1,20,0,10,0,22,27,11,18,25,13,16,15,2,4,3,28,26
0,0,29,21,22,28,12,15,0,27,0,26,2,25,20,9,0,5,0,17,14,4,0,30,16,11,0,24,8,0
15,0,18,22,8,14,9,27,19,1,24,6,0,23,7,3,16,12,20,11,2,13,21,0,10,25,17,30,28,4
11,26,10,5,2,12,27,4,13,0,17,20,0,24,29,28,14,0,0,9,19,25,22,23,3,0,15,1,21,0
0,23,21,15,0,14,0,19,22,0,25,29,10,16,30,1,0,20,2,0,5,12,24,11,18,4,13,26,27,0
13,0,18,21,12,14,16,0,7,23,26,11,0,9,0,22,3,0,1,15,0,28,30,4,6,17,10,20,5,2
10,6,22,15,4,8,0,26,13,23,19,29,0,2,20,28,14,0,27,3,16,11,24,12,17,21,1,30,9,7
0,9,12,0,0,21,27,25,0,5,29,20,30,22,6,2,19,1,14,11,0,26,3,7,0,0,16,4,8,0
0,0,4,14,0,18,25,0,5,23,29,17,8,19,3,24,6,26,27,7,10,0,15,1,22,30,9,21,16,28
5,22,15,19,0,12,23,0,7,24,27,17,28,0,18,0,2,29,16,25,0,13,21,4,8,1,0,30,14,9
20,11,4,30,10,0,1,0,29,0,27,28,9,12,26,14,25,7,17,19,0,21,16,0,23,13,6,0,3,18
6,0,5,14,7,19,0,21,8,26,4,24,18,0,27,25,0,20,16,28,22,30,2,0,0,17,23,29,3,15
0,7,24,16,19,15,26,25,30,20,17,6,27,18,0,28,0,10,3,9,5,12,22,2,14,0,8,11,1,29
12,8,0,0,22,16,0,26,5,18,6,0,3,11,27,21,1,30,23,14,2,0,10,4,20,7,28,24,19,15
0,28,0,16,24,12,0,0,27,26,17,5,25,4,21,23,29,1,2,9,0,14,10,11,30,7,19,15,20,18
